order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
4774,7,864,112,1,cash
4863,53,917,112,1,debit
244,93,861,114,1,credit_card
480,93,724,114,1,credit_card
571,93,936,114,1,cash
740,93,993,114,1,debit
885,93,710,114,1,credit_card
1288,93,959,114,1,cash
1405,93,998,114,1,credit_card
1413,93,818,114,1,cash
1763,93,825,114,1,credit_card
1987,93,826,114,1,debit
2139,93,894,114,1,credit_card
2166,93,785,114,1,debit
2237,93,741,114,1,credit_card
2386,93,933,114,1,credit_card
2564,93,927,114,1,credit_card
2679,93,758,114,1,credit_card
2686,93,859,114,1,cash
3026,93,812,114,1,cash
3096,93,780,114,1,cash
3290,93,874,114,1,debit
3748,93,982,114,1,cash
4038,93,804,114,1,debit
4282,93,928,114,1,credit_card
4307,93,915,114,1,credit_card
4565,93,803,114,1,credit_card
4730,93,985,114,1,cash
4977,93,763,114,1,credit_card
74,14,968,116,1,cash
511,14,923,116,1,debit
527,14,844,116,1,cash
1019,14,880,116,1,debit
1055,14,850,116,1,cash
1216,14,765,116,1,debit
1301,14,743,116,1,debit
1325,14,838,116,1,cash
1585,14,759,116,1,debit
1776,14,711,116,1,debit
1836,14,742,116,1,cash
2155,14,875,116,1,cash
2220,14,871,116,1,credit_card
2365,14,840,116,1,cash
2694,14,939,116,1,cash
2985,14,706,116,1,debit
3600,14,785,116,1,debit
3678,14,956,116,1,debit
3786,14,792,116,1,debit
4066,14,979,116,1,credit_card
4104,14,899,116,1,credit_card
4149,14,928,116,1,debit
4458,14,848,116,1,credit_card
200,56,961,117,1,cash
531,56,804,117,1,cash
551,48,790,117,1,debit
963,48,759,117,1,debit
1138,48,966,117,1,credit_card
1493,48,894,117,1,credit_card
1549,56,873,117,1,cash
1602,56,944,117,1,credit_card
1649,56,789,117,1,cash
2067,48,978,117,1,cash
2266,56,737,117,1,cash
2346,48,722,117,1,debit
2448,56,735,117,1,debit
2556,56,822,117,1,credit_card
2782,48,868,117,1,cash
2888,48,999,117,1,credit_card
3097,56,955,117,1,credit_card
3113,48,891,117,1,debit
3145,56,814,117,1,cash
3279,56,863,117,1,debit
3324,56,721,117,1,credit_card
3563,48,923,117,1,debit
3944,56,843,117,1,debit
4047,56,788,117,1,credit_card
4135,48,741,117,1,cash
4259,48,906,117,1,cash
4400,56,962,117,1,credit_card
4866,56,791,117,1,cash
4911,48,911,117,1,debit
85,41,707,118,1,debit
156,9,986,118,1,cash
188,41,980,118,1,cash
443,9,953,118,1,credit_card
489,9,790,118,1,debit
624,41,897,118,1,cash
1097,41,934,118,1,cash
1106,9,902,118,1,debit
1107,41,799,118,1,credit_card
1165,41,854,118,1,credit_card
1190,41,750,118,1,credit_card
1403,9,790,118,1,debit
1414,9,967,118,1,cash
1424,41,793,118,1,cash
1618,9,868,118,1,debit
1646,41,710,118,1,cash
1676,41,924,118,1,debit
1762,41,737,118,1,cash
1770,9,930,118,1,cash
1861,9,715,118,1,credit_card
1961,41,854,118,1,credit_card
2221,41,992,118,1,credit_card
2547,9,797,118,1,credit_card
2719,9,926,118,1,cash
2745,41,842,118,1,cash
2778,9,943,118,1,cash
2796,41,845,118,1,cash
2919,41,811,118,1,cash
3008,9,863,118,1,credit_card
3067,41,873,118,1,cash
3271,9,901,118,1,cash
3478,41,798,118,1,credit_card
3568,9,706,118,1,cash
3655,9,753,118,1,debit
4322,9,703,118,1,cash
4464,41,889,118,1,cash
4487,41,901,118,1,credit_card
4495,9,790,118,1,debit
4545,9,914,118,1,credit_card
4664,9,725,118,1,cash
4834,9,881,118,1,debit
4855,41,775,118,1,credit_card
4895,9,758,118,1,cash
72,34,813,122,1,credit_card
138,34,760,122,1,debit
274,34,803,122,1,cash
307,34,924,122,1,debit
557,34,947,122,1,cash
947,34,810,122,1,cash
1478,34,870,122,1,credit_card
1545,34,794,122,1,credit_card
1685,34,906,122,1,debit
1884,34,956,122,1,credit_card
2224,34,776,122,1,cash
2738,34,786,122,1,debit
3528,34,846,122,1,cash
3562,34,864,122,1,cash
3695,34,853,122,1,cash
4073,34,913,122,1,credit_card
4077,34,829,122,1,credit_card
4313,34,735,122,1,debit
4362,34,700,122,1,debit
4379,34,797,122,1,credit_card
4876,34,791,122,1,debit
77,20,975,127,1,cash
182,20,823,127,1,cash
635,20,800,127,1,debit
763,20,988,127,1,cash
844,20,886,127,1,debit
1241,20,953,127,1,cash
1448,20,728,127,1,credit_card
1659,20,762,127,1,credit_card
1734,20,782,127,1,cash
1859,20,754,127,1,credit_card
2126,20,900,127,1,debit
2145,20,859,127,1,cash
2233,20,841,127,1,credit_card
2375,20,817,127,1,cash
2396,20,745,127,1,credit_card
2574,20,834,127,1,credit_card
3048,20,864,127,1,cash
3420,20,796,127,1,credit_card
3909,20,800,127,1,debit
4250,20,926,127,1,cash
4325,20,959,127,1,credit_card
4726,20,826,127,1,debit
280,4,869,128,1,credit_card
324,75,893,128,1,credit_card
328,75,832,128,1,credit_card
438,4,770,128,1,debit
449,75,848,128,1,credit_card
752,4,966,128,1,cash
845,4,994,128,1,credit_card
1465,4,766,128,1,debit
1565,4,836,128,1,credit_card
1808,75,908,128,1,cash
1864,4,908,128,1,cash
1933,75,910,128,1,cash
2190,75,870,128,1,credit_card
2228,4,844,128,1,debit
2241,4,707,128,1,cash
2355,75,801,128,1,cash
2414,75,979,128,1,debit
2684,75,726,128,1,cash
2729,4,867,128,1,credit_card
2982,4,967,128,1,cash
3023,4,940,128,1,debit
3170,4,851,128,1,debit
3270,75,752,128,1,credit_card
3536,75,990,128,1,debit
4168,75,829,128,1,cash
4356,75,934,128,1,cash
4432,4,974,128,1,cash
4442,75,948,128,1,credit_card
4654,4,813,128,1,cash
4980,75,820,128,1,debit
111,83,893,129,1,cash
277,49,777,129,1,cash
575,83,776,129,1,debit
613,49,879,129,1,cash
638,31,856,129,1,debit
651,49,857,129,1,debit
737,31,727,129,1,debit
937,83,992,129,1,cash
1011,83,817,129,1,credit_card
1102,83,812,129,1,debit
1108,49,933,129,1,debit
1355,83,755,129,1,debit
1373,83,884,129,1,debit
1381,49,967,129,1,cash
1522,83,847,129,1,debit
1795,31,846,129,1,debit
1886,83,773,129,1,debit
2091,49,949,129,1,credit_card
2167,83,792,129,1,credit_card
2175,49,851,129,1,debit
2252,31,979,129,1,credit_card
2272,31,934,129,1,debit
2331,83,808,129,1,credit_card
2477,49,881,129,1,credit_card
2511,49,964,129,1,debit
2599,49,933,129,1,credit_card
2710,83,912,129,1,debit
2757,31,983,129,1,credit_card
2834,31,975,129,1,credit_card
2944,31,829,129,1,cash
3064,49,895,129,1,credit_card
3224,31,921,129,1,cash
3464,49,775,129,1,credit_card
3480,31,826,129,1,debit
3574,83,795,129,1,cash
3833,31,920,129,1,debit
4013,83,841,129,1,credit_card
4031,31,985,129,1,debit
4062,49,789,129,1,cash
4132,49,883,129,1,cash
4164,49,921,129,1,cash
4445,49,859,129,1,cash
4486,83,959,129,1,credit_card
4596,83,925,129,1,credit_card
4625,83,742,129,1,credit_card
4748,83,978,129,1,credit_card
4766,83,835,129,1,cash
4892,49,945,129,1,credit_card
4918,31,992,129,1,cash
4972,49,854,129,1,debit
73,86,960,130,1,debit
502,36,855,130,1,credit_card
539,25,895,130,1,credit_card
597,36,808,130,1,debit
612,86,838,130,1,debit
662,25,731,130,1,credit_card
684,86,974,130,1,cash
725,86,806,130,1,cash
760,86,868,130,1,debit
771,25,778,130,1,debit
977,25,730,130,1,cash
986,86,705,130,1,cash
1231,25,873,130,1,debit
1236,25,823,130,1,debit
1348,86,943,130,1,credit_card
1399,86,749,130,1,debit
1637,86,798,130,1,credit_card
1684,25,849,130,1,cash
1847,36,896,130,1,debit
2013,25,870,130,1,debit
2020,86,863,130,1,cash
2161,36,845,130,1,credit_card
2172,36,901,130,1,debit
2329,36,879,130,1,cash
2445,36,978,130,1,credit_card
2545,25,712,130,1,credit_card
2558,36,751,130,1,credit_card
2590,25,796,130,1,cash
2593,25,830,130,1,cash
2789,86,708,130,1,credit_card
2978,25,864,130,1,cash
3005,25,850,130,1,debit
3028,86,746,130,1,credit_card
3054,25,868,130,1,cash
3065,36,705,130,1,debit
3107,25,937,130,1,credit_card
3149,25,851,130,1,debit
3363,86,831,130,1,debit
3384,25,937,130,1,cash
3501,36,845,130,1,credit_card
3612,36,885,130,1,cash
3826,36,762,130,1,cash
3851,36,886,130,1,debit
4249,25,827,130,1,debit
4275,86,791,130,1,cash
4345,36,990,130,1,debit
4645,25,942,130,1,credit_card
4666,86,713,130,1,debit
4770,25,954,130,1,credit_card
4803,86,819,130,1,debit
4882,25,884,130,1,debit
4940,36,719,130,1,credit_card
302,69,854,131,1,debit
394,69,736,131,1,cash
649,69,807,131,1,debit
931,69,912,131,1,cash
1223,67,767,131,1,credit_card
1360,67,872,131,1,cash
1473,69,922,131,1,debit
1474,67,773,131,1,debit
1597,67,793,131,1,credit_card
1774,69,864,131,1,debit
1798,69,817,131,1,credit_card
1850,67,792,131,1,credit_card
2069,69,815,131,1,cash
2227,69,987,131,1,cash
2332,67,741,131,1,credit_card
2688,69,776,131,1,debit
2717,69,972,131,1,debit
2883,69,807,131,1,credit_card
2950,69,902,131,1,credit_card
2983,67,838,131,1,debit
2993,67,968,131,1,credit_card
3233,67,882,131,1,debit
3412,67,982,131,1,cash
3692,69,907,131,1,debit
3830,67,938,131,1,credit_card
3970,69,925,131,1,cash
4048,69,968,131,1,credit_card
4120,67,935,131,1,cash
4122,67,775,131,1,cash
4310,69,781,131,1,cash
4420,67,929,131,1,cash
4469,67,839,131,1,credit_card
4498,67,905,131,1,cash
4548,67,846,131,1,debit
4978,69,903,131,1,credit_card
79,8,806,132,1,credit_card
421,8,914,132,1,debit
888,8,880,132,1,credit_card
1043,8,749,132,1,cash
1382,8,996,132,1,cash
1914,8,963,132,1,debit
1977,8,857,132,1,debit
2131,8,853,132,1,cash
2454,8,802,132,1,debit
2569,8,774,132,1,debit
2707,8,833,132,1,debit
2946,8,950,132,1,cash
3062,8,947,132,1,credit_card
3082,8,960,132,1,debit
3303,8,986,132,1,cash
3424,8,831,132,1,cash
3575,8,913,132,1,cash
4236,8,836,132,1,debit
4316,8,973,132,1,credit_card
4385,8,969,132,1,debit
4518,8,797,132,1,cash
4632,8,852,132,1,debit
4827,8,707,132,1,credit_card
226,98,734,133,1,cash
351,98,958,133,1,cash
373,98,807,133,1,credit_card
675,54,771,133,1,credit_card
678,98,707,133,1,credit_card
856,64,976,133,1,cash
866,98,742,133,1,debit
1098,98,912,133,1,credit_card
1192,64,875,133,1,cash
1204,54,792,133,1,debit
1222,64,733,133,1,credit_card
1232,54,723,133,1,debit
1276,54,946,133,1,debit
1337,54,811,133,1,cash
1426,98,740,133,1,cash
1502,64,988,133,1,credit_card
1711,98,933,133,1,credit_card
1773,54,847,133,1,cash
1780,98,786,133,1,debit
2007,64,832,133,1,debit
2008,54,865,133,1,credit_card
2028,64,789,133,1,credit_card
2113,54,898,133,1,credit_card
2115,54,742,133,1,debit
2262,64,845,133,1,debit
2270,98,827,133,1,credit_card
2288,64,788,133,1,credit_card
2299,98,983,133,1,debit
2335,98,758,133,1,cash
2391,54,826,133,1,credit_card
2435,98,951,133,1,debit
2807,98,704,133,1,credit_card
2838,64,837,133,1,debit
2951,98,785,133,1,cash
3075,98,999,133,1,debit
3151,98,997,133,1,debit
3228,98,874,133,1,cash
3296,98,752,133,1,cash
3341,54,853,133,1,debit
3401,98,823,133,1,credit_card
3402,64,850,133,1,debit
3661,54,988,133,1,debit
3757,64,989,133,1,cash
3813,98,965,133,1,debit
3862,54,934,133,1,debit
3865,98,950,133,1,cash
3869,54,964,133,1,credit_card
3945,54,723,133,1,credit_card
3964,64,949,133,1,credit_card
4166,98,836,133,1,cash
4170,54,791,133,1,cash
4368,98,965,133,1,credit_card
4436,98,987,133,1,cash
4501,54,920,133,1,credit_card
4793,64,836,133,1,credit_card
4947,98,977,133,1,debit
434,39,853,134,1,debit
1244,94,920,134,1,cash
1442,39,723,134,1,debit
1459,94,779,134,1,debit
1788,94,710,134,1,credit_card
1985,94,996,134,1,cash
1990,39,892,134,1,cash
2426,39,898,134,1,credit_card
2534,94,748,134,1,credit_card
2586,94,933,134,1,debit
2637,39,740,134,1,cash
2662,94,930,134,1,cash
2739,39,751,134,1,debit
2764,94,733,134,1,credit_card
2831,94,712,134,1,cash
2880,39,823,134,1,debit
3198,39,987,134,1,debit
3360,94,707,134,1,credit_card
3378,39,890,134,1,debit
3791,39,889,134,1,cash
3873,94,978,134,1,credit_card
3893,94,908,134,1,cash
3926,39,895,134,1,cash
3950,39,968,134,1,credit_card
4179,94,887,134,1,debit
4289,94,968,134,1,debit
4520,39,877,134,1,cash
4715,39,939,134,1,credit_card
4769,39,828,134,1,debit
112,68,984,136,1,credit_card
240,68,967,136,1,cash
344,63,743,136,1,credit_card
680,63,936,136,1,credit_card
746,68,996,136,1,credit_card
781,63,911,136,1,debit
913,63,800,136,1,credit_card
974,63,849,136,1,cash
1608,68,931,136,1,credit_card
1753,63,884,136,1,cash
1991,68,944,136,1,credit_card
2225,68,762,136,1,credit_card
2765,63,980,136,1,cash
2775,68,741,136,1,debit
2939,68,893,136,1,cash
2998,68,762,136,1,cash
3180,68,735,136,1,cash
3262,68,736,136,1,debit
3406,63,773,136,1,cash
3492,63,721,136,1,credit_card
3601,68,720,136,1,cash
3617,63,887,136,1,cash
3625,68,916,136,1,cash
3673,63,868,136,1,debit
3800,63,999,136,1,debit
3875,68,710,136,1,debit
4004,63,752,136,1,cash
4043,63,767,136,1,credit_card
4075,63,884,136,1,credit_card
4183,68,898,136,1,debit
4301,68,999,136,1,credit_card
4352,68,913,136,1,cash
4688,68,848,136,1,debit
4786,63,757,136,1,credit_card
4872,63,729,136,1,cash
4891,63,853,136,1,cash
4907,68,773,136,1,credit_card
4967,68,866,136,1,cash
6,58,882,138,1,credit_card
70,58,876,138,1,debit
227,58,928,138,1,cash
574,58,811,138,1,cash
998,58,785,138,1,credit_card
1648,58,807,138,1,cash
1651,58,743,138,1,cash
1714,58,985,138,1,debit
1872,58,705,138,1,debit
1887,58,793,138,1,credit_card
2071,58,835,138,1,credit_card
2109,58,718,138,1,debit
2328,58,712,138,1,cash
2595,58,724,138,1,cash
2809,58,996,138,1,cash
3124,58,764,138,1,credit_card
3129,58,963,138,1,debit
3425,58,953,138,1,credit_card
3463,58,957,138,1,debit
3867,58,970,138,1,credit_card
3925,58,933,138,1,cash
4273,58,866,138,1,debit
4288,58,823,138,1,debit
4451,58,877,138,1,credit_card
4633,58,797,138,1,debit
1002,24,933,140,1,cash
2024,24,765,140,1,cash
2746,24,810,140,1,credit_card
2840,24,742,140,1,debit
3675,24,932,140,1,cash
4787,24,708,140,1,credit_card
4880,24,886,140,1,credit_card
4991,24,860,140,1,cash
75,5,862,142,1,credit_card
180,37,897,142,1,debit
221,21,994,142,1,cash
292,5,890,142,1,credit_card
406,37,791,142,1,debit
426,5,759,142,1,debit
529,5,839,142,1,debit
562,45,927,142,1,credit_card
691,45,881,142,1,credit_card
705,5,772,142,1,cash
764,37,786,142,1,credit_card
811,5,759,142,1,cash
837,45,761,142,1,cash
868,45,771,142,1,cash
964,45,784,142,1,cash
966,45,861,142,1,cash
994,45,771,142,1,cash
1028,21,836,142,1,credit_card
1115,21,768,142,1,credit_card
1182,45,838,142,1,cash
1200,45,880,142,1,cash
1263,5,791,142,1,credit_card
1475,21,815,142,1,cash
1486,45,799,142,1,credit_card
1540,45,897,142,1,credit_card
1689,45,782,142,1,debit
1882,45,995,142,1,debit
1967,37,770,142,1,credit_card
1974,37,956,142,1,debit
2026,37,706,142,1,cash
2098,37,890,142,1,credit_card
2207,45,992,142,1,credit_card
2356,45,848,142,1,credit_card
2401,37,900,142,1,debit
2451,5,875,142,1,credit_card
2522,5,928,142,1,debit
2529,37,972,142,1,credit_card
2839,45,810,142,1,cash
2896,45,827,142,1,debit
2986,37,988,142,1,cash
3087,5,859,142,1,debit
3166,21,704,142,1,credit_card
3217,21,868,142,1,credit_card
3221,45,914,142,1,credit_card
3291,37,864,142,1,debit
3306,45,711,142,1,credit_card
3307,45,823,142,1,credit_card
3353,21,907,142,1,credit_card
3361,37,762,142,1,credit_card
3368,21,893,142,1,cash
3508,45,776,142,1,debit
3682,37,946,142,1,cash
3726,5,959,142,1,cash
3787,45,790,142,1,debit
3795,45,718,142,1,credit_card
3828,37,708,142,1,credit_card
4082,45,978,142,1,cash
4099,21,817,142,1,credit_card
4109,45,779,142,1,cash
4329,45,961,142,1,credit_card
4338,21,962,142,1,debit
4357,5,769,142,1,credit_card
4441,21,872,142,1,debit
4447,45,811,142,1,debit
4467,45,959,142,1,debit
4477,37,860,142,1,debit
4483,5,793,142,1,cash
4502,21,764,142,1,cash
4537,37,952,142,1,credit_card
4614,5,958,142,1,cash
4617,5,904,142,1,credit_card
4724,5,824,142,1,credit_card
3,44,861,144,1,cash
166,44,921,144,1,credit_card
478,44,998,144,1,credit_card
633,44,824,144,1,credit_card
1064,44,734,144,1,credit_card
1395,44,810,144,1,credit_card
2315,44,760,144,1,debit
2833,44,867,144,1,credit_card
2910,44,859,144,1,credit_card
3256,44,898,144,1,credit_card
3264,44,721,144,1,credit_card
3269,44,991,144,1,cash
3365,44,737,144,1,cash
3451,44,872,144,1,cash
3913,44,764,144,1,cash
4051,44,737,144,1,credit_card
4402,44,954,144,1,credit_card
4437,44,793,144,1,cash
4689,44,863,144,1,debit
27,47,882,145,1,cash
59,47,837,145,1,credit_card
60,80,908,145,1,debit
143,80,855,145,1,debit
350,80,864,145,1,debit
517,80,946,145,1,cash
655,47,755,145,1,debit
956,47,925,145,1,credit_card
1001,47,939,145,1,debit
1003,47,997,145,1,debit
1180,80,792,145,1,cash
1317,80,968,145,1,debit
1519,47,710,145,1,cash
1528,47,847,145,1,debit
1584,47,933,145,1,cash
1819,47,732,145,1,credit_card
2070,47,877,145,1,credit_card
2124,47,842,145,1,debit
2470,47,900,145,1,credit_card
2845,80,807,145,1,cash
3093,47,926,145,1,credit_card
3182,47,922,145,1,cash
3241,47,765,145,1,credit_card
3278,47,899,145,1,cash
3721,47,782,145,1,cash
3917,80,962,145,1,debit
4039,80,761,145,1,cash
4176,47,953,145,1,credit_card
4192,47,970,145,1,debit
4279,47,788,145,1,credit_card
4361,80,949,145,1,debit
4418,47,777,145,1,cash
4426,80,897,145,1,debit
4499,80,722,145,1,credit_card
4534,80,907,145,1,debit
4599,47,966,145,1,credit_card
4852,47,994,145,1,credit_card
10,52,788,146,1,credit_card
93,22,856,146,1,credit_card
261,52,830,146,1,credit_card
339,52,892,146,1,debit
610,52,799,146,1,debit
726,52,812,146,1,credit_card
1157,22,991,146,1,debit
1253,52,784,146,1,cash
1267,22,718,146,1,cash
1398,52,874,146,1,debit
1829,22,781,146,1,cash
1868,52,908,146,1,debit
1994,52,903,146,1,debit
2318,22,711,146,1,debit
2868,22,734,146,1,cash
3112,52,831,146,1,cash
3192,52,740,146,1,cash
3315,22,880,146,1,debit
3462,22,781,146,1,credit_card
3642,22,970,146,1,debit
3716,22,745,146,1,debit
3957,52,745,146,1,debit
4153,22,736,146,1,credit_card
4261,52,827,146,1,cash
4360,22,912,146,1,cash
4497,22,746,146,1,debit
4650,22,820,146,1,debit
4760,22,859,146,1,credit_card
172,57,724,147,1,debit
222,57,753,147,1,debit
380,57,920,147,1,credit_card
671,57,917,147,1,cash
1281,57,980,147,1,credit_card
2017,57,892,147,1,debit
2427,57,837,147,1,cash
2510,57,748,147,1,credit_card
2627,57,851,147,1,cash
2823,57,788,147,1,debit
2938,57,853,147,1,cash
3033,57,979,147,1,credit_card
3146,57,960,147,1,credit_card
3658,57,855,147,1,debit
3808,57,757,147,1,cash
3934,57,915,147,1,cash
4022,57,888,147,1,cash
4673,57,790,147,1,debit
39,10,921,148,1,credit_card
355,3,797,148,1,cash
378,10,794,148,1,cash
553,10,769,148,1,cash
608,3,898,148,1,debit
626,3,983,148,1,debit
628,3,768,148,1,debit
720,10,872,148,1,debit
766,10,907,148,1,debit
804,3,923,148,1,cash
1359,3,728,148,1,cash
1446,3,871,148,1,debit
1520,10,906,148,1,debit
1854,10,800,148,1,cash
1898,3,900,148,1,credit_card
2566,3,864,148,1,credit_card
2568,10,724,148,1,debit
2708,3,847,148,1,debit
2762,10,877,148,1,credit_card
2869,3,783,148,1,cash
3186,3,925,148,1,credit_card
3211,10,909,148,1,debit
3261,10,855,148,1,debit
3461,10,998,148,1,credit_card
3638,3,952,148,1,debit
3784,10,864,148,1,cash
3824,10,988,148,1,credit_card
3837,10,971,148,1,cash
4123,3,738,148,1,debit
4530,10,745,148,1,cash
4969,3,707,148,1,credit_card
7,87,915,149,1,cash
95,87,961,149,1,cash
107,87,953,149,1,cash
468,87,896,149,1,debit
581,87,841,149,1,credit_card
789,87,945,149,1,debit
936,87,938,149,1,cash
1029,87,711,149,1,debit
1114,87,924,149,1,debit
1339,87,777,149,1,cash
1596,87,739,149,1,debit
1690,87,872,149,1,cash
2138,87,829,149,1,cash
2286,87,819,149,1,credit_card
2312,87,743,149,1,cash
2557,87,712,149,1,debit
2801,87,863,149,1,credit_card
3215,87,700,149,1,credit_card
3485,87,892,149,1,cash
3526,87,899,149,1,cash
4697,87,805,149,1,cash
4718,87,784,149,1,debit
4740,87,906,149,1,cash
119,84,789,153,1,credit_card
179,30,849,153,1,debit
194,15,942,153,1,cash
304,15,952,153,1,cash
381,15,749,153,1,credit_card
387,30,768,153,1,cash
412,15,927,153,1,credit_card
420,84,873,153,1,credit_card
716,74,994,153,1,credit_card
759,74,755,153,1,debit
802,30,815,153,1,cash
859,84,814,153,1,debit
968,30,859,153,1,cash
987,84,884,153,1,credit_card
1120,96,709,153,1,credit_card
1121,30,802,153,1,debit
1227,84,947,153,1,debit
1266,30,971,153,1,credit_card
1295,96,991,153,1,credit_card
1296,15,983,153,1,debit
1391,15,935,153,1,credit_card
1401,30,981,153,1,cash
1470,15,729,153,1,cash
1490,84,734,153,1,credit_card
1558,84,893,153,1,credit_card
1560,30,781,153,1,credit_card
1625,30,969,153,1,credit_card
1667,96,895,153,1,credit_card
1800,84,774,153,1,credit_card
1834,74,878,153,1,credit_card
1997,30,738,153,1,cash
2039,74,907,153,1,cash
2047,84,829,153,1,cash
2058,74,885,153,1,cash
2059,30,958,153,1,credit_card
2102,84,793,153,1,credit_card
2107,96,746,153,1,cash
2162,74,909,153,1,credit_card
2169,96,790,153,1,cash
2189,30,892,153,1,cash
2231,30,772,153,1,debit
2261,15,989,153,1,credit_card
2450,74,876,153,1,cash
2503,96,833,153,1,credit_card
2755,96,850,153,1,credit_card
2781,30,815,153,1,cash
2805,96,972,153,1,cash
2867,96,996,153,1,credit_card
2891,96,948,153,1,credit_card
2941,30,923,153,1,credit_card
3009,30,783,153,1,cash
3021,30,923,153,1,debit
3070,30,968,153,1,debit
3094,74,987,153,1,cash
3114,30,761,153,1,debit
3134,30,957,153,1,cash
3176,15,977,153,1,debit
3195,15,799,153,1,credit_card
3245,74,823,153,1,credit_card
3325,30,881,153,1,credit_card
3407,74,984,153,1,credit_card
3426,84,757,153,1,credit_card
3493,15,922,153,1,cash
3532,74,895,153,1,debit
3535,15,943,153,1,debit
3593,84,789,153,1,cash
3728,96,983,153,1,credit_card
3733,15,813,153,1,debit
3745,74,705,153,1,cash
3749,74,969,153,1,cash
3804,15,959,153,1,debit
3855,30,994,153,1,debit
3864,15,706,153,1,credit_card
3886,30,969,153,1,cash
4019,96,891,153,1,cash
4046,15,944,153,1,credit_card
4204,96,953,153,1,cash
4240,84,775,153,1,credit_card
4336,74,808,153,1,cash
4623,84,820,153,1,debit
4662,15,972,153,1,debit
4667,96,899,153,1,debit
4676,74,900,153,1,debit
4693,96,723,153,1,credit_card
4795,96,780,153,1,cash
4842,96,874,153,1,debit
4865,15,770,153,1,debit
462,65,983,154,1,credit_card
2117,65,773,154,1,cash
2441,65,858,154,1,credit_card
2616,65,814,154,1,credit_card
2705,65,806,154,1,cash
3354,65,770,154,1,debit
3516,65,837,154,1,credit_card
3543,65,948,154,1,credit_card
3552,65,974,154,1,cash
3614,65,727,154,1,credit_card
3972,65,847,154,1,credit_card
3976,65,870,154,1,credit_card
4138,65,939,154,1,debit
